Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;SJH;SJD;SJA;VCH;VCD;VCA
20.06.2020;Fortuna Dusseldorf;Augsburg;1;1;D;195;375;375;195;37;35;;;;193;365;385;;;;;;;188;38;39;;;;191;38;39
20.06.2020;Hertha;Leverkusen;2;0;H;525;433;157;42;38;175;;;;56;43;155;;;;;;;50;42;163;;;;50;42;165
20.06.2020;Hoffenheim;Union Berlin;4;0;H;157;42;55;172;39;425;;;;155;41;61;;;;;;;157;42;58;;;;162;42;525
20.06.2020;Mainz;Werder Bremen;3;1;H;26;35;262;25;36;255;;;;26;35;26;;;;;;;25;36;27;;;;255;36;27
20.06.2020;Paderborn;M'gladbach;1;3;A;95;65;125;80;575;13;;;;110;61;125;;;;;;;110;60;127;;;;100;60;129
20.06.2020;RB Leipzig;Dortmund;0;2;A;225;38;29;23;37;275;;;;23;37;29;;;;;;;23;37;288;;;;23;375;288
20.06.2020;Schalke 04;Wolfsburg;1;4;A;525;40;161;50;38;165;;;;52;405;163;;;;;;;525;40;163;;;;50;41;165
27.06.2020;Augsburg;RB Leipzig;1;2;A;70;575;136;70;525;14;;;;68;52;14;;;;;;;70;525;14;;;;70;55;14
27.06.2020;Dortmund;Hoffenheim;0;4;A;17;45;41;172;45;40;;;;173;44;405;;;;;;;17;44;42;;;;173;45;41
27.06.2020;Ein Frankfurt;Paderborn;3;2;H;13;575;90;133;55;85;;;;132;59;81;;;;;;;13;60;85;;;;13;60;90
27.06.2020;Freiburg;Schalke 04;4;0;H;18;40;42;183;40;39;;;;183;39;405;;;;;;;18;40;42;;;;18;40;42
27.06.2020;Leverkusen;Mainz;1;0;H;125;65;100;126;65;975;;;;126;65;95;;;;;;;125;65;100;;;;125;65;110
27.06.2020;M'gladbach;Hertha;2;1;H;133;575;80;133;575;80;;;;135;55;77;;;;;;;135;55;80;;;;133;575;80
27.06.2020;Union Berlin;Fortuna Dusseldorf;3;0;H;40;36;19;375;37;195;;;;38;365;195;;;;;;;39;36;195;;;;375;375;195
27.06.2020;Werder Bremen;FC Koln;6;1;H;157;42;525;162;433;50;;;;163;44;48;;;;;;;16;433;525;;;;16;46;50
27.06.2020;Wolfsburg;Bayern Munich;0;4;A;433;433;17;44;44;167;;;;425;445;17;;;;;;;44;44;167;;;;42;46;17
18.09.2020;Bayern Munich;Schalke 04;8;0;H;11;110;210;111;110;165;;;;115;80;180;;;;;;;107;110;260;;;;109;120;230
19.09.2020;Ein Frankfurt;Bielefeld;1;1;D;161;42;525;165;41;50;;;;17;40;47;;;;;;;163;42;48;;;;165;42;50
19.09.2020;FC Koln;Hoffenheim;2;3;A;26;35;26;255;36;265;;;;26;355;26;;;;;;;255;36;255;;;;26;36;263
19.09.2020;Stuttgart;Freiburg;2;3;A;225;35;31;23;34;31;;;;23;34;31;;;;;;;22;34;32;;;;225;35;32
19.09.2020;Union Berlin;Augsburg;1;3;A;23;33;32;235;325;32;;;;23;33;32;;;;;;;23;32;32;;;;23;33;32
19.09.2020;Werder Bremen;Hertha;1;4;A;26;35;262;265;35;26;;;;265;34;265;;;;;;;255;35;26;;;;26;35;27
19.09.2020;Dortmund;M'gladbach;3;0;H;16;433;50;162;425;50;;;;167;43;46;;;;;;;162;42;50;;;;165;44;48
20.09.2020;RB Leipzig;Mainz;3;1;H;133;575;80;136;575;70;;;;14;55;675;;;;;;;135;525;75;;;;133;55;70
20.09.2020;Wolfsburg;Leverkusen;0;0;D;287;35;237;295;34;24;;;;27;36;25;;;;;;;288;34;24;;;;27;36;238
25.09.2020;Hertha;Ein Frankfurt;1;3;A;225;375;29;225;37;295;;;;235;37;28;;;;;;;22;37;30;;;;225;38;288
26.09.2020;Augsburg;Dortmund;2;0;H;70;475;144;675;475;144;;;;675;47;143;;;;;;;70;46;142;;;;70;50;14
26.09.2020;Bielefeld;FC Koln;1;0;H;262;35;26;275;35;25;;;;27;33;255;;;;;;;27;34;25;;;;27;36;245
26.09.2020;Leverkusen;RB Leipzig;1;1;D;30;35;23;30;35;23;;;;305;345;225;;;;;;;30;35;225;;;;29;375;225
26.09.2020;Mainz;Stuttgart;1;4;A;237;35;29;235;35;295;;;;245;335;28;;;;;;;24;35;28;;;;238;36;28
26.09.2020;M'gladbach;Union Berlin;1;1;D;144;45;75;145;45;725;;;;145;44;70;;;;;;;142;44;75;;;;144;46;70
26.09.2020;Schalke 04;Werder Bremen;1;3;A;25;34;28;255;34;275;;;;255;32;275;;;;;;;255;33;275;;;;25;35;27
27.09.2020;Hoffenheim;Bayern Munich;4;1;H;110;75;12;100;675;125;;;;120;75;12;;;;;;;120;65;122;;;;95;70;122
27.09.2020;Freiburg;Wolfsburg;1;1;D;32;33;23;30;34;235;;;;305;325;235;;;;;;;30;34;23;;;;30;35;22
02.10.2020;Union Berlin;Mainz;4;0;H;205;36;34;215;35;33;;;;22;35;325;;;;;;;21;34;34;;;;21;36;33
03.10.2020;Dortmund;Freiburg;4;0;H;128;60;90;13;575;95;;;;133;60;875;;;;;;;127;58;100;;;;129;575;95
03.10.2020;Ein Frankfurt;Hoffenheim;2;1;H;237;37;28;24;36;285;;;;24;34;28;;;;;;;235;36;28;;;;238;37;275
03.10.2020;FC Koln;M'gladbach;1;3;A;38;40;185;41;39;183;;;;39;36;19;;;;;;;39;37;188;;;;375;39;187
03.10.2020;Stuttgart;Leverkusen;1;1;D;38;38;185;38;38;19;;;;36;37;195;;;;;;;37;39;188;;;;37;40;187
03.10.2020;Werder Bremen;Bielefeld;1;0;H;215;35;33;215;36;33;;;;22;335;33;;;;;;;215;35;325;;;;21;375;32
03.10.2020;RB Leipzig;Schalke 04;4;0;H;125;65;100;126;625;105;;;;127;60;100;;;;;;;124;58;120;;;;125;60;115
04.10.2020;Wolfsburg;Augsburg;0;0;D;20;36;37;20;35;375;;;;205;34;365;;;;;;;20;35;37;;;;195;36;36
04.10.2020;Bayern Munich;Hertha;4;3;H;116;80;150;115;85;160;;;;12;80;110;;;;;;;115;80;150;;;;114;80;150
17.10.2020;Augsburg;RB Leipzig;0;2;A;575;45;153;55;46;153;;;;575;43;153;;;;;;;58;44;152;;;;55;45;153
17.10.2020;Freiburg;Werder Bremen;1;1;D;225;35;31;225;35;31;;;;225;33;31;;;;;;;225;34;31;;;;22;36;31
17.10.2020;Hertha;Stuttgart;0;2;A;205;38;33;205;38;33;;;;21;36;33;;;;;;;205;38;33;;;;205;38;33
17.10.2020;Hoffenheim;Dortmund;0;1;A;40;433;175;40;433;175;;;;40;41;177;;;;;;;42;42;173;;;;39;44;175
17.10.2020;Mainz;Leverkusen;0;1;A;55;433;157;525;44;157;;;;50;41;163;;;;;;;525;433;157;;;;50;44;16
17.10.2020;Bielefeld;Bayern Munich;1;4;A;130;85;116;140;725;119;;;;130;75;12;;;;;;;130;75;118;;;;130;80;117
17.10.2020;M'gladbach;Wolfsburg;1;1;D;185;38;40;185;375;41;;;;19;36;40;;;;;;;185;37;40;;;;187;39;38
18.10.2020;FC Koln;Ein Frankfurt;1;1;D;32;38;21;33;37;21;;;;315;36;215;;;;;;;31;37;215;;;;30;38;21
18.10.2020;Schalke 04;Union Berlin;1;1;D;275;325;26;27;325;27;;;;285;30;26;;;;;;;28;32;255;;;;27;33;25
23.10.2020;Stuttgart;FC Koln;1;1;D;185;38;38;195;37;37;;;;195;37;375;;;;;;;191;375;37;;;;193;39;35
24.10.2020;Bayern Munich;Ein Frankfurt;5;0;H;116;75;90;122;70;110;;;;125;70;100;;;;;;;12;70;130;;;;12;75;105
24.10.2020;Mainz;M'gladbach;2;3;A;475;433;161;475;41;167;;;;47;39;17;;;;;;;50;39;165;;;;46;42;165
24.10.2020;RB Leipzig;Hertha;2;1;H;14;45;70;145;46;70;;;;15;48;60;;;;;;;144;46;65;;;;144;50;60
24.10.2020;Union Berlin;Freiburg;1;1;D;23;33;31;23;34;31;;;;235;33;31;;;;;;;22;34;32;;;;225;36;30
24.10.2020;Dortmund;Schalke 04;3;0;H;116;65;120;12;70;130;;;;127;625;100;;;;;;;12;65;130;;;;12;70;120
25.10.2020;Wolfsburg;Bielefeld;2;1;H;165;375;525;167;39;525;;;;17;365;50;;;;;;;167;38;50;;;;167;39;475
25.10.2020;Werder Bremen;Hoffenheim;1;1;D;30;375;22;295;36;23;;;;285;37;235;;;;;;;30;36;225;;;;288;375;22
26.10.2020;Leverkusen;Augsburg;3;1;H;16;42;525;16;425;475;;;;165;39;50;;;;;;;163;40;50;;;;162;42;475
30.10.2020;Schalke 04;Stuttgart;1;1;D;31;36;215;31;36;22;;;;295;35;235;;;;;;;31;35;22;;;;31;36;22
31.10.2020;Augsburg;Mainz;3;1;H;20;375;35;20;36;37;;;;205;345;35;;;;;;;20;35;36;;;;20;38;34
31.10.2020;Bielefeld;Dortmund;0;2;A;75;50;14;75;50;14;;;;70;50;143;;;;;;;75;475;14;;;;75;50;136
31.10.2020;Ein Frankfurt;Werder Bremen;1;1;D;172;40;45;175;40;433;;;;175;39;43;;;;;;;173;40;433;;;;173;42;41
31.10.2020;FC Koln;Bayern Munich;1;2;A;120;80;118;145;80;117;;;;110;80;12;;;;;;;130;80;117;;;;150;85;114
31.10.2020;M'gladbach;RB Leipzig;1;0;H;30;36;225;29;37;23;;;;295;34;23;;;;;;;30;35;23;;;;28;375;23
01.11.2020;Freiburg;Leverkusen;2;4;A;38;35;195;38;35;191;;;;36;34;205;;;;;;;37;34;20;;;;34;36;20
01.11.2020;Hertha;Wolfsburg;1;1;D;262;35;255;27;35;255;;;;26;325;265;;;;;;;26;34;262;;;;255;36;25
02.11.2020;Hoffenheim;Union Berlin;1;3;A;185;40;38;185;39;40;;;;19;365;395;;;;;;;183;38;40;;;;183;39;38
06.11.2020;Werder Bremen;FC Koln;1;1;D;237;36;287;24;36;28;;;;25;35;28;;;;;;;24;34;288;;;;238;36;28
07.11.2020;Augsburg;Hertha;0;3;A;29;35;23;29;36;235;;;;29;33;24;;;;;;;288;35;235;;;;275;36;238
07.11.2020;Mainz;Schalke 04;2;2;D;21;34;34;22;35;32;;;;225;325;325;;;;;;;22;34;32;;;;22;36;31
07.11.2020;RB Leipzig;Freiburg;3;0;H;136;475;90;133;50;105;;;;133;60;90;;;;;;;133;50;90;;;;133;55;80
07.11.2020;Stuttgart;Ein Frankfurt;2;2;D;255;36;25;275;35;25;;;;27;345;25;;;;;;;262;36;25;;;;25;38;25
07.11.2020;Union Berlin;Bielefeld;5;0;H;183;375;42;183;375;42;;;;183;34;45;;;;;;;183;36;42;;;;18;37;42
07.11.2020;Dortmund;Bayern Munich;2;3;A;40;433;175;40;42;178;;;;375;43;183;;;;;;;40;40;178;;;;375;42;18
08.11.2020;Wolfsburg;Hoffenheim;2;1;H;21;36;325;215;36;325;;;;215;345;325;;;;;;;21;36;325;;;;205;38;313
08.11.2020;Leverkusen;M'gladbach;4;3;H;22;35;30;23;35;30;;;;24;335;29;;;;;;;235;34;29;;;;23;36;28
21.11.2020;Bayern Munich;Werder Bremen;1;1;D;11;100;230;112;975;175;;;;112;100;150;;;;;;;11;95;210;;;;11;105;180
21.11.2020;Bielefeld;Leverkusen;1;2;A;575;46;15;575;42;157;;;;525;43;157;;;;;;;58;42;153;;;;55;44;153
21.11.2020;Hoffenheim;Stuttgart;3;3;D;23;375;28;23;375;27;;;;235;375;27;;;;;;;23;38;275;;;;23;40;263
21.11.2020;M'gladbach;Augsburg;1;1;D;15;45;60;15;475;575;;;;15;46;60;;;;;;;147;44;65;;;;145;475;60
21.11.2020;Schalke 04;Wolfsburg;0;2;A;38;36;195;375;35;20;;;;36;36;20;;;;;;;375;35;20;;;;36;36;20
21.11.2020;Ein Frankfurt;RB Leipzig;1;1;D;38;40;185;40;36;191;;;;355;40;19;;;;;;;37;39;188;;;;35;40;19
21.11.2020;Hertha;Dortmund;2;5;A;45;433;165;50;44;16;;;;46;43;165;;;;;;;48;42;163;;;;46;42;165
22.11.2020;Freiburg;Mainz;1;3;A;205;36;34;21;35;35;;;;21;36;33;;;;;;;205;35;35;;;;205;36;33
22.11.2020;FC Koln;Union Berlin;1;2;A;27;34;26;265;35;26;;;;265;33;265;;;;;;;27;33;26;;;;26;34;255
27.11.2020;Wolfsburg;Werder Bremen;5;3;H;18;36;433;187;37;41;;;;19;36;39;;;;;;;185;35;42;;;;187;375;39
28.11.2020;Augsburg;Freiburg;1;1;D;237;35;29;24;34;295;;;;24;34;285;;;;;;;24;33;29;;;;24;35;28
28.11.2020;Dortmund;FC Koln;1;2;A;12;70;130;122;70;120;;;;122;70;120;;;;;;;124;60;110;;;;122;65;120
28.11.2020;RB Leipzig;Bielefeld;2;1;H;12;70;130;122;675;115;;;;122;65;120;;;;;;;12;70;120;;;;12;65;130
28.11.2020;Stuttgart;Bayern Munich;1;3;A;90;625;128;875;65;128;;;;80;625;13;;;;;;;85;60;129;;;;80;65;129
28.11.2020;Union Berlin;Ein Frankfurt;3;3;D;25;34;27;25;35;275;;;;25;35;27;;;;;;;25;34;27;;;;245;375;263
28.11.2020;M'gladbach;Schalke 04;4;1;H;133;525;90;136;525;80;;;;135;525;80;;;;;;;135;50;85;;;;133;55;80
29.11.2020;Leverkusen;Hertha;0;0;D;172;40;45;178;38;45;;;;175;40;42;;;;;;;178;37;433;;;;175;39;41
29.11.2020;Mainz;Hoffenheim;1;1;D;325;38;205;33;36;215;;;;315;375;21;;;;;;;33;37;205;;;;31;39;205
04.12.2020;Hertha;Union Berlin;3;1;H;25;35;275;255;33;28;;;;255;34;265;;;;;;;262;32;27;;;;255;34;27
05.12.2020;Bielefeld;Mainz;2;1;H;287;35;24;285;35;24;;;;28;33;25;;;;;;;28;35;24;;;;275;35;245
05.12.2020;Ein Frankfurt;Dortmund;1;1;D;35;40;195;35;40;195;;;;36;39;19;;;;;;;36;38;191;;;;35;40;191
05.12.2020;FC Koln;Wolfsburg;2;2;D;36;36;20;36;35;205;;;;345;345;21;;;;;;;36;34;205;;;;34;36;205
05.12.2020;Freiburg;M'gladbach;2;2;D;36;375;195;39;375;19;;;;355;36;20;;;;;;;37;36;195;;;;34;375;20
05.12.2020;Bayern Munich;RB Leipzig;3;3;D;136;575;70;14;55;65;;;;155;47;49;;;;;;;14;50;70;;;;136;55;70
06.12.2020;Werder Bremen;Stuttgart;1;2;A;28;35;245;275;35;25;;;;265;34;255;;;;;;;27;35;25;;;;263;36;245
06.12.2020;Schalke 04;Leverkusen;0;3;A;65;433;15;65;45;148;;;;60;43;155;;;;;;;60;433;15;;;;575;433;15
07.12.2020;Hoffenheim;Augsburg;3;1;H;183;42;38;185;38;40;;;;185;37;40;;;;;;;183;39;39;;;;18;40;375
11.12.2020;Wolfsburg;Ein Frankfurt;2;1;H;23;36;28;23;37;29;;;;235;34;295;;;;;;;23;36;288;;;;23;375;28
12.12.2020;Dortmund;Stuttgart;1;5;A;15;45;60;153;45;575;;;;15;46;60;;;;;;;15;433;60;;;;15;475;55
12.12.2020;Freiburg;Bielefeld;2;0;H;175;38;45;175;39;45;;;;183;365;43;;;;;;;178;375;433;;;;18;39;40
12.12.2020;Mainz;FC Koln;0;1;A;237;36;287;245;34;285;;;;255;335;275;;;;;;;24;35;28;;;;24;36;275
12.12.2020;M'gladbach;Hertha;1;1;D;19;40;36;195;36;38;;;;19;38;37;;;;;;;188;375;38;;;;193;38;36
12.12.2020;RB Leipzig;Werder Bremen;2;0;H;136;50;85;136;50;875;;;;135;50;85;;;;;;;133;50;90;;;;133;55;80
12.12.2020;Union Berlin;Bayern Munich;1;1;D;85;60;128;90;60;13;;;;775;60;133;;;;;;;90;65;127;;;;85;60;129
13.12.2020;Augsburg;Schalke 04;2;2;D;19;375;38;195;36;38;;;;19;36;39;;;;;;;191;35;40;;;;19;36;38
13.12.2020;Leverkusen;Hoffenheim;4;1;H;175;433;40;178;40;42;;;;18;42;38;;;;;;;178;40;40;;;;175;42;38
15.12.2020;Ein Frankfurt;M'gladbach;3;3;D;262;38;245;275;37;24;;;;265;35;25;;;;;;;262;36;25;;;;26;375;245
15.12.2020;Hertha;Mainz;0;0;D;172;40;45;175;40;44;;;;177;365;44;;;;;;;175;36;475;;;;173;40;433
15.12.2020;Stuttgart;Union Berlin;2;2;D;205;36;34;21;36;34;;;;215;33;33;;;;;;;21;34;34;;;;21;36;325
15.12.2020;Werder Bremen;Dortmund;1;2;A;55;50;15;60;46;15;;;;525;45;155;;;;;;;60;44;15;;;;60;475;145
16.12.2020;Schalke 04;Freiburg;0;2;A;29;35;23;295;35;235;;;;30;325;235;;;;;;;30;34;23;;;;29;36;23
16.12.2020;Bayern Munich;Wolfsburg;2;1;H;133;55;85;135;525;825;;;;133;575;775;;;;;;;133;525;85;;;;133;575;75
16.12.2020;Bielefeld;Augsburg;0;1;A;287;33;25;29;32;255;;;;285;30;26;;;;;;;288;31;255;;;;28;325;255
16.12.2020;FC Koln;Leverkusen;0;4;A;50;42;161;475;41;167;;;;49;38;167;;;;;;;50;39;165;;;;50;40;165
16.12.2020;Hoffenheim;RB Leipzig;0;1;A;45;45;16;475;46;16;;;;44;41;167;;;;;;;45;433;165;;;;46;45;162
18.12.2020;Union Berlin;Dortmund;2;1;H;475;40;165;50;40;167;;;;47;38;173;;;;;;;48;39;167;;;;46;40;167
19.12.2020;Augsburg;Ein Frankfurt;0;2;A;38;375;195;375;37;195;;;;375;36;195;;;;;;;37;36;195;;;;36;375;195
19.12.2020;Mainz;Werder Bremen;0;1;A;237;35;29;25;32;30;;;;245;325;29;;;;;;;245;32;30;;;;24;34;288
19.12.2020;M'gladbach;Hoffenheim;1;2;A;19;42;35;187;41;37;;;;19;38;38;;;;;;;185;40;37;;;;185;41;36
19.12.2020;RB Leipzig;FC Koln;0;0;D;128;575;95;13;55;975;;;;133;55;90;;;;;;;13;525;100;;;;129;575;95
19.12.2020;Schalke 04;Bielefeld;0;1;A;215;34;34;22;35;325;;;;225;33;325;;;;;;;225;325;33;;;;22;34;32
19.12.2020;Leverkusen;Bayern Munich;1;2;A;40;42;183;39;41;183;;;;38;395;183;;;;;;;38;39;185;;;;36;42;183
20.12.2020;Freiburg;Hertha;4;1;H;25;35;27;26;34;27;;;;265;325;265;;;;;;;26;33;27;;;;25;35;26
20.12.2020;Wolfsburg;Stuttgart;1;0;H;225;36;30;22;37;31;;;;23;34;305;;;;;;;225;35;30;;;;22;375;288
02.01.2021;Bielefeld;M'gladbach;0;1;A;575;433;153;525;41;162;;;;625;42;153;;;;;;;58;40;157;;;;55;42;157
02.01.2021;Ein Frankfurt;Leverkusen;2;1;H;32;36;21;33;39;205;;;;32;355;21;;;;;;;325;375;205;;;;32;39;205
02.01.2021;FC Koln;Augsburg;0;1;A;235;34;30;235;33;31;;;;24;305;31;;;;;;;235;325;31;;;;23;34;30
02.01.2021;Hoffenheim;Freiburg;1;3;A;20;38;33;205;36;35;;;;205;35;335;;;;;;;20;36;35;;;;20;39;325
02.01.2021;Werder Bremen;Union Berlin;0;2;A;29;33;237;285;33;25;;;;29;31;25;;;;;;;288;32;25;;;;288;33;245
02.01.2021;Hertha;Schalke 04;3;0;H;165;40;48;167;40;50;;;;175;36;46;;;;;;;17;38;48;;;;17;39;46
02.01.2021;Stuttgart;RB Leipzig;0;1;A;38;40;18;39;40;183;;;;38;38;185;;;;;;;40;38;183;;;;375;40;183
03.01.2021;Dortmund;Wolfsburg;2;0;H;155;42;575;16;41;55;;;;16;40;525;;;;;;;157;42;55;;;;155;44;50
03.01.2021;Bayern Munich;Mainz;5;2;H;112;90;190;112;95;200;;;;112;100;190;;;;;;;11;90;230;;;;108;105;190
08.01.2021;M'gladbach;Bayern Munich;3;2;H;475;475;157;50;475;157;;;;48;435;163;;;;;;;46;46;16;;;;475;48;155
09.01.2021;Freiburg;FC Koln;5;0;H;19;36;38;191;36;40;;;;195;35;395;;;;;;;195;34;39;;;;193;36;38
09.01.2021;Leverkusen;Werder Bremen;1;1;D;144;475;65;145;45;725;;;;148;455;63;;;;;;;144;44;70;;;;155;40;325
09.01.2021;Mainz;Ein Frankfurt;0;2;A;35;38;195;35;39;195;;;;355;38;197;;;;;;;35;38;195;;;;34;40;195
09.01.2021;Schalke 04;Hoffenheim;4;0;H;45;40;172;425;41;175;;;;44;385;173;;;;;;;44;39;173;;;;41;42;173
09.01.2021;Union Berlin;Wolfsburg;2;2;D;29;33;245;30;33;24;;;;29;325;25;;;;;;;288;325;245;;;;288;34;24
09.01.2021;RB Leipzig;Dortmund;1;3;A;22;35;32;225;35;31;;;;225;35;305;;;;;;;23;34;30;;;;23;36;29
10.01.2021;Augsburg;Stuttgart;1;4;A;325;36;21;325;35;22;;;;335;34;22;;;;;;;32;34;22;;;;32;36;21
10.01.2021;Bielefeld;Hertha;1;0;H;40;375;185;41;35;191;;;;415;35;19;;;;;;;40;35;191;;;;38;35;193
15.01.2021;Union Berlin;Leverkusen;1;0;H;33;35;22;33;34;22;;;;315;335;23;;;;;;;325;34;22;;;;313;35;22
16.01.2021;Dortmund;Mainz;1;1;D;12;70;130;12;725;120;;;;12;71;130;;;;;;;118;65;150;;;;118;75;130
16.01.2021;FC Koln;Hertha;0;0;D;325;34;225;34;33;22;;;;33;325;225;;;;;;;325;32;23;;;;32;33;225
16.01.2021;Hoffenheim;Bielefeld;0;0;D;166;40;50;17;38;50;;;;17;395;48;;;;;;;17;37;50;;;;17;40;45
16.01.2021;Werder Bremen;Augsburg;2;0;H;215;33;35;225;32;34;;;;22;33;345;;;;;;;215;32;35;;;;215;34;33
16.01.2021;Wolfsburg;RB Leipzig;2;2;D;36;36;20;35;36;205;;;;35;36;205;;;;;;;35;35;205;;;;33;37;205
16.01.2021;Stuttgart;M'gladbach;2;2;D;30;35;23;285;39;225;;;;285;375;23;;;;;;;28;37;23;;;;28;375;23
17.01.2021;Bayern Munich;Freiburg;2;1;H;122;75;110;122;70;110;;;;122;71;115;;;;;;;122;65;110;;;;12;70;100
17.01.2021;Ein Frankfurt;Schalke 04;3;1;H;15;433;65;153;44;60;;;;153;455;56;;;;;;;15;44;60;;;;15;45;575
19.01.2021;M'gladbach;Werder Bremen;1;0;H;157;42;575;155;425;575;;;;16;405;54;;;;;;;16;40;55;;;;157;42;525
19.01.2021;Hertha;Hoffenheim;0;3;A;225;35;31;23;35;30;;;;235;345;30;;;;;;;235;325;31;;;;225;36;30
19.01.2021;Leverkusen;Dortmund;2;1;H;31;38;215;31;38;215;;;;315;365;22;;;;;;;32;36;215;;;;30;375;215
19.01.2021;Mainz;Wolfsburg;0;2;A;40;40;18;42;40;178;;;;39;38;187;;;;;;;42;36;185;;;;375;39;187
20.01.2021;Schalke 04;FC Koln;1;2;A;255;33;275;26;32;275;;;;255;325;285;;;;;;;26;31;28;;;;26;33;27
20.01.2021;Augsburg;Bayern Munich;0;1;A;130;70;12;115;675;122;;;;120;72;121;;;;;;;130;65;12;;;;120;75;118
20.01.2021;Bielefeld;Stuttgart;3;0;H;433;39;175;41;39;183;;;;425;365;185;;;;;;;42;37;18;;;;42;375;18
20.01.2021;Freiburg;Ein Frankfurt;2;2;D;29;35;237;29;34;245;;;;285;35;24;;;;;;;288;33;245;;;;275;36;24
20.01.2021;RB Leipzig;Union Berlin;1;0;H;15;433;70;148;41;65;;;;153;43;61;;;;;;;15;40;70;;;;15;42;65
22.01.2021;M'gladbach;Dortmund;4;2;H;33;375;21;325;37;21;;;;335;36;21;;;;;;;325;36;21;;;;313;38;21
23.01.2021;Augsburg;Union Berlin;2;1;H;375;34;205;35;35;21;;;;36;335;21;;;;;;;36;33;21;;;;35;34;21
23.01.2021;Bielefeld;Ein Frankfurt;1;5;A;475;38;175;46;38;175;;;;43;38;18;;;;;;;45;36;178;;;;41;39;18
23.01.2021;Freiburg;Stuttgart;2;1;H;262;375;25;265;36;255;;;;265;37;25;;;;;;;255;36;255;;;;255;375;25
23.01.2021;Leverkusen;Wolfsburg;0;1;A;205;36;35;21;35;35;;;;205;36;345;;;;;;;20;36;35;;;;205;375;325
23.01.2021;Mainz;RB Leipzig;3;2;H;75;50;136;75;46;144;;;;75;49;14;;;;;;;80;45;14;;;;75;48;14
23.01.2021;Hertha;Werder Bremen;1;4;A;21;35;36;21;34;36;;;;215;335;35;;;;;;;215;33;34;;;;21;34;35
24.01.2021;Schalke 04;Bayern Munich;0;4;A;160;85;114;130;775;119;;;;130;80;12;;;;;;;120;75;118;;;;130;80;115
24.01.2021;Hoffenheim;FC Koln;3;0;H;175;375;45;187;35;44;;;;18;375;43;;;;;;;18;35;45;;;;18;375;40
29.01.2021;Stuttgart;Mainz;2;0;H;161;40;50;17;41;45;;;;165;41;50;;;;;;;17;39;46;;;;167;42;45
30.01.2021;Bayern Munich;Hoffenheim;4;1;H;12;80;110;125;675;100;;;;125;70;90;;;;;;;122;70;100;;;;122;70;95
30.01.2021;Dortmund;Augsburg;3;1;H;125;65;90;125;625;110;;;;125;625;110;;;;;;;124;60;110;;;;125;65;100
30.01.2021;Ein Frankfurt;Hertha;3;1;H;175;38;45;178;38;45;;;;18;39;42;;;;;;;175;38;44;;;;18;39;41
30.01.2021;Union Berlin;M'gladbach;1;1;D;32;34;225;325;34;225;;;;33;335;225;;;;;;;32;34;22;;;;31;35;22
30.01.2021;Werder Bremen;Schalke 04;1;1;D;19;35;40;191;35;41;;;;195;35;39;;;;;;;191;35;40;;;;19;36;39
30.01.2021;RB Leipzig;Leverkusen;1;0;H;19;36;40;191;36;40;;;;19;37;385;;;;;;;191;35;40;;;;191;37;375
31.01.2021;FC Koln;Bielefeld;3;1;H;225;34;32;225;325;34;;;;225;32;34;;;;;;;22;31;35;;;;22;325;325
31.01.2021;Wolfsburg;Freiburg;3;0;H;185;38;40;187;37;41;;;;183;38;41;;;;;;;183;36;42;;;;183;38;38
05.02.2021;Hertha;Bayern Munich;0;1;A;70;575;136;725;575;136;;;;625;575;14;;;;;;;75;525;136;;;;65;525;14
06.02.2021;Augsburg;Wolfsburg;0;2;A;475;36;175;46;36;18;;;;45;365;18;;;;;;;45;35;18;;;;44;36;18
06.02.2021;Freiburg;Dortmund;2;1;H;525;433;157;525;42;162;;;;50;40;165;;;;;;;50;42;16;;;;48;433;16
06.02.2021;Leverkusen;Stuttgart;5;2;H;20;375;35;195;38;37;;;;19;375;385;;;;;;;20;36;35;;;;195;38;35
06.02.2021;Mainz;Union Berlin;1;0;H;33;34;22;31;34;23;;;;325;335;225;;;;;;;32;33;225;;;;31;34;225
06.02.2021;Schalke 04;RB Leipzig;0;3;A;90;575;13;85;525;135;;;;90;55;133;;;;;;;95;525;132;;;;90;55;13
06.02.2021;M'gladbach;FC Koln;1;2;A;145;45;65;148;45;675;;;;15;45;65;;;;;;;147;42;70;;;;145;46;65
07.02.2021;Hoffenheim;Ein Frankfurt;1;3;A;29;38;225;30;37;225;;;;295;38;225;;;;;;;29;38;22;;;;288;38;22
12.02.2021;RB Leipzig;Augsburg;2;1;H;122;65;110;125;60;125;;;;13;60;95;;;;;;;125;58;120;;;;125;60;105
13.02.2021;Dortmund;Hoffenheim;2;2;D;145;48;625;15;44;65;;;;15;49;575;;;;;;;147;46;60;;;;15;48;575
13.02.2021;Leverkusen;Mainz;2;2;D;14;50;65;144;46;70;;;;147;47;625;;;;;;;144;45;70;;;;144;475;65
13.02.2021;Stuttgart;Hertha;1;1;D;215;36;31;225;37;30;;;;225;355;31;;;;;;;225;34;31;;;;225;36;30
13.02.2021;Werder Bremen;Freiburg;0;0;D;28;33;245;28;33;255;;;;29;325;25;;;;;;;288;33;245;;;;28;33;25
