Rank,Club,Country,Level,Elo,From,To
None,Muenchen 60,FRG,1,1535.14660645,1961-01-30,1961-02-05
None,Muenchen 60,FRG,1,1542.35192871,1961-02-06,1961-02-19
None,Muenchen 60,FRG,1,1529.98815918,1961-02-20,1961-02-26
None,Muenchen 60,FRG,1,1532.65112305,1961-02-27,1961-03-12
None,Muenchen 60,FRG,1,1543.51171875,1961-03-13,1961-03-15
None,Muenchen 60,FRG,1,1555.11523438,1961-03-16,1961-03-19
None,Muenchen 60,FRG,1,1558.32775879,1961-03-20,1961-04-09
None,Muenchen 60,FRG,1,1551.75500488,1961-04-10,1961-04-12
None,Muenchen 60,FRG,1,1554.98583984,1961-04-13,1961-04-16
None,Muenchen 60,FRG,1,1538.33703613,1961-04-17,1961-04-23
None,Muenchen 60,FRG,1,1533.82067871,1961-04-24,1961-04-26
None,Muenchen 60,FRG,1,1530.67004395,1961-04-27,1961-04-30
None,Muenchen 60,FRG,1,1532.20202637,1961-05-01,1961-05-03
None,Muenchen 60,FRG,1,1524.12268066,1961-05-04,1961-08-06
None,Muenchen 60,FRG,1,1511.62255859,1961-08-07,1961-08-13
None,Muenchen 60,FRG,1,1509.5098877,1961-08-14,1961-08-20
None,Muenchen 60,FRG,1,1497.65063477,1961-08-21,1961-08-23
None,Muenchen 60,FRG,1,1499.46765137,1961-08-24,1961-08-27
None,Muenchen 60,FRG,1,1513.75878906,1961-08-28,1961-09-03
None,Muenchen 60,FRG,1,1511.52709961,1961-09-04,1961-09-10
None,Muenchen 60,FRG,1,1531.47827148,1961-09-11,1961-09-13
None,Muenchen 60,FRG,1,1532.61499023,1961-09-14,1961-09-17
None,Muenchen 60,FRG,1,1538.51257324,1961-09-18,1961-09-24
None,Muenchen 60,FRG,1,1545.1270752,1961-09-25,1961-10-01
None,Muenchen 60,FRG,1,1551.91015625,1961-10-02,1961-10-08
None,Muenchen 60,FRG,1,1544.53491211,1961-10-09,1961-10-18
None,Muenchen 60,FRG,1,1545.36572266,1961-10-19,1961-10-25
None,Muenchen 60,FRG,1,1545.6854248,1961-10-26,1961-10-29
None,Muenchen 60,FRG,1,1551.52856445,1961-10-30,1961-11-01
None,Muenchen 60,FRG,1,1555.6307373,1961-11-02,1961-11-05
None,Muenchen 60,FRG,1,1556.51635742,1961-11-06,1961-11-12
None,Muenchen 60,FRG,1,1547.66711426,1961-11-13,1961-11-19
None,Muenchen 60,FRG,1,1551.19091797,1961-11-20,1961-11-26
None,Muenchen 60,FRG,1,1560.9486084,1961-11-27,1961-12-03
None,Muenchen 60,FRG,1,1561.29772949,1961-12-04,1961-12-10
None,Muenchen 60,FRG,1,1558.3626709,1961-12-11,1961-12-17
None,Muenchen 60,FRG,1,1553.0489502,1961-12-18,1962-01-07
None,Muenchen 60,FRG,1,1539.05249023,1962-01-08,1962-01-14
None,Muenchen 60,FRG,1,1545.30212402,1962-01-15,1962-01-17
None,Muenchen 60,FRG,1,1542.65527344,1962-01-18,1962-01-21
None,Muenchen 60,FRG,1,1545.04138184,1962-01-22,1962-01-28
None,Muenchen 60,FRG,1,1536.38146973,1962-01-29,1962-02-01
None,Muenchen 60,FRG,1,1540.69946289,1962-02-02,1962-02-04
None,Muenchen 60,FRG,1,1541.63916016,1962-02-05,1962-02-11
None,Muenchen 60,FRG,1,1536.55529785,1962-02-12,1962-02-18
None,Muenchen 60,FRG,1,1537.09741211,1962-02-19,1962-02-22
None,Muenchen 60,FRG,1,1518.0189209,1962-02-23,1962-02-25
None,Muenchen 60,FRG,1,1523.38146973,1962-02-26,1962-02-28
None,Muenchen 60,FRG,1,1521.07983398,1962-03-01,1962-03-11
None,Muenchen 60,FRG,1,1524.0213623,1962-03-12,1962-03-25
None,Muenchen 60,FRG,1,1512.91870117,1962-03-26,1962-04-01
None,Muenchen 60,FRG,1,1509.30847168,1962-04-02,1962-04-08
None,Muenchen 60,FRG,1,1519.5267334,1962-04-09,1962-04-15
None,Muenchen 60,FRG,1,1518.2746582,1962-04-16,1962-08-19
None,Muenchen 60,FRG,1,1524.50158691,1962-08-20,1962-08-26
None,Muenchen 60,FRG,1,1531.83166504,1962-08-27,1962-09-02
None,Muenchen 60,FRG,1,1535.22070312,1962-09-03,1962-09-05
None,Muenchen 60,FRG,1,1508.82409668,1962-09-06,1962-09-09
None,Muenchen 60,FRG,1,1507.92541504,1962-09-10,1962-09-16
None,Muenchen 60,FRG,1,1513.97839355,1962-09-17,1962-09-23
None,Muenchen 60,FRG,1,1507.31994629,1962-09-24,1962-09-26
None,Muenchen 60,FRG,1,1513.71582031,1962-09-27,1962-09-30
None,Muenchen 60,FRG,1,1521.04370117,1962-10-01,1962-10-07
None,Muenchen 60,FRG,1,1517.31213379,1962-10-08,1962-10-14
None,Muenchen 60,FRG,1,1521.56945801,1962-10-15,1962-10-18
None,Muenchen 60,FRG,1,1524.62536621,1962-10-19,1962-10-28
None,Muenchen 60,FRG,1,1535.07592773,1962-10-29,1962-11-04
None,Muenchen 60,FRG,1,1538.8795166,1962-11-05,1962-11-11
None,Muenchen 60,FRG,1,1548.15075684,1962-11-12,1962-11-14
None,Muenchen 60,FRG,1,1552.86413574,1962-11-15,1962-11-25
None,Muenchen 60,FRG,1,1560.04125977,1962-11-26,1962-12-02
None,Muenchen 60,FRG,1,1557.31799316,1962-12-03,1962-12-09
None,Muenchen 60,FRG,1,1566.20446777,1962-12-10,1962-12-30
None,Muenchen 60,FRG,1,1559.67089844,1962-12-31,1963-01-06
None,Muenchen 60,FRG,1,1557.55725098,1963-01-07,1963-01-13
None,Muenchen 60,FRG,1,1562.31677246,1963-01-14,1963-01-20
None,Muenchen 60,FRG,1,1565.3380127,1963-01-21,1963-01-27
None,Muenchen 60,FRG,1,1571.99169922,1963-01-28,1963-02-03
None,Muenchen 60,FRG,1,1579.46704102,1963-02-04,1963-02-10
None,Muenchen 60,FRG,1,1586.21484375,1963-02-11,1963-02-17
None,Muenchen 60,FRG,1,1592.28588867,1963-02-18,1963-03-03
None,Muenchen 60,FRG,1,1598.51367188,1963-03-04,1963-03-10
100,Muenchen 60,FRG,1,1600.70349121,1963-03-11,1963-03-13
99,Muenchen 60,FRG,1,1600.70349121,1963-03-14,1963-03-14
100,Muenchen 60,FRG,1,1600.70349121,1963-03-15,1963-03-16
97,Muenchen 60,FRG,1,1600.70349121,1963-03-17,1963-03-17
None,Muenchen 60,FRG,1,1592.58447266,1963-03-18,1963-03-21
100,Muenchen 60,FRG,1,1594.97497559,1963-03-22,1963-03-23
None,Muenchen 60,FRG,1,1594.97497559,1963-03-24,1963-03-24
None,Muenchen 60,FRG,1,1597.44067383,1963-03-25,1963-03-31
98,Muenchen 60,FRG,1,1601.14233398,1963-04-01,1963-04-01
97,Muenchen 60,FRG,1,1601.14233398,1963-04-02,1963-04-03
98,Muenchen 60,FRG,1,1601.14233398,1963-04-04,1963-04-06
99,Muenchen 60,FRG,1,1601.14233398,1963-04-07,1963-04-07
None,Muenchen 60,FRG,1,1600.31750488,1963-04-08,1963-04-10
100,Muenchen 60,FRG,1,1601.41162109,1963-04-11,1963-04-12
None,Muenchen 60,FRG,1,1601.41162109,1963-04-13,1963-04-13
100,Muenchen 60,FRG,1,1601.41162109,1963-04-14,1963-04-14
None,Muenchen 60,FRG,1,1601.41162109,1963-04-15,1963-04-15
100,Muenchen 60,FRG,1,1601.41162109,1963-04-16,1963-04-18
None,Muenchen 60,FRG,1,1601.41162109,1963-04-19,1963-04-20
100,Muenchen 60,FRG,1,1601.41162109,1963-04-21,1963-04-21
None,Muenchen 60,FRG,1,1588.86706543,1963-04-22,1963-04-24
None,Muenchen 60,FRG,1,1583.77062988,1963-04-25,1963-04-28
None,Muenchen 60,FRG,1,1592.66760254,1963-04-29,1963-05-25
None,Muenchen 60,FRG,1,1597.61218262,1963-05-26,1963-05-29
None,Muenchen 60,FRG,1,1593.15649414,1963-05-30,1963-06-01
99,Muenchen 60,FRG,1,1606.59301758,1963-06-02,1963-06-02
97,Muenchen 60,FRG,1,1606.59301758,1963-06-03,1963-06-03
96,Muenchen 60,FRG,1,1606.59301758,1963-06-04,1963-06-08
100,Muenchen 60,FRG,1,1602.4864502,1963-06-09,1963-06-09
98,Muenchen 60,FRG,1,1602.4864502,1963-06-10,1963-06-15
93,Muenchen 60,FRG,1,1609.7578125,1963-06-16,1963-06-16
92,Muenchen 60,FRG,1,1609.7578125,1963-06-17,1963-06-22
100,Muenchen 60,FRG,1,1600.58605957,1963-06-23,1963-07-04
97,Muenchen 60,FRG,1,1600.58605957,1963-07-05,1963-07-09
98,Muenchen 60,FRG,1,1600.58605957,1963-07-10,1963-07-13
97,Muenchen 60,FRG,1,1600.58605957,1963-07-14,1963-08-10
98,Muenchen 60,FRG,1,1600.58605957,1963-08-11,1963-08-18
97,Muenchen 60,FRG,1,1600.58605957,1963-08-19,1963-08-19
98,Muenchen 60,FRG,1,1600.58605957,1963-08-20,1963-08-24
None,Muenchen 60,FRG,1,1596.90649414,1963-08-25,1963-08-31
99,Muenchen 60,FRG,1,1600.56835938,1963-09-01,1963-09-01
100,Muenchen 60,FRG,1,1600.56835938,1963-09-02,1963-09-02
99,Muenchen 60,FRG,1,1600.56835938,1963-09-03,1963-09-04
None,Muenchen 60,FRG,1,1600.56835938,1963-09-05,1963-09-07
None,Muenchen 60,FRG,1,1591.31848145,1963-09-08,1963-09-11
None,Muenchen 60,FRG,1,1591.56835938,1963-09-12,1963-09-14
None,Muenchen 60,FRG,1,1593.11950684,1963-09-15,1963-09-21
98,Muenchen 60,FRG,1,1604.61169434,1963-09-22,1963-09-25
99,Muenchen 60,FRG,1,1604.64367676,1963-09-26,1963-09-28
98,Muenchen 60,FRG,1,1604.64367676,1963-09-29,1963-09-29
95,Muenchen 60,FRG,1,1604.64367676,1963-09-30,1963-10-02
